TIPO_REG,U_DPTO,U_MPIO,UA_CLASE,U_EDIFICA,COD_ENCUESTAS,U_VIVIENDA,UVA_ESTATER,UVA1_TIPOTER,UVA2_CODTER,UVA_ESTA_AREAPROT,UVA1_COD_AREAPROT,UVA_USO_UNIDAD,V_TIPO_VIV,V_CON_OCUP,V_TOT_HOG,V_MAT_PARED,V_MAT_PISO,VA_EE,VA1_ESTRATO,VB_ACU,VC_ALC,VD_GAS,VE_RECBAS,VE1_QSEM,VF_INTERNET,V_TIPO_SERSA,L_TIPO_INST,L_EXISTEHOG,L_TOT_PERL
1,11,1,1,10,18595937,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18596231,1,,,,2,,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,10,18596429,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18596480,2,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18596490,3,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18596555,1,,,,2,,1,1,1,2,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18596596,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18629238,1,,,,2,,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,10,18629280,7,,,,2,,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18629291,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18629394,1,,,,2,,1,1,1,3,1,2,1,1,1,1,1,1,2,2,1,,,
1,11,1,1,10,18629411,1,,,,2,,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,10,18629467,1,,,,2,,1,1,3,,,,,,,,,,,,,,,
1,11,1,1,10,18629499,2,,,,2,,1,1,1,2,2,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18630182,1,,,,2,,1,1,1,1,3,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18630268,2,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18630282,1,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18630637,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18630656,2,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,2,2,1,,,
1,11,1,1,10,18630932,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18631467,1,,,,2,,1,1,2,,,,,,,,,,,,,,,
1,11,1,1,10,18665441,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,,,
1,11,1,1,10,18665446,2,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18665456,2,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18665459,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18665466,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18665468,1,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18665596,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18665600,4,,,,2,,1,2,1,1,1,2,1,2,1,1,1,1,3,2,1,,,
1,11,1,1,10,18665609,3,,,,2,,1,2,1,1,1,2,1,2,1,1,1,1,3,2,1,,,
1,11,1,1,10,18665616,2,,,,2,,1,1,1,1,1,2,1,2,1,1,1,1,3,2,1,,,
1,11,1,1,10,18665627,1,,,,2,,1,1,1,1,3,4,1,1,1,1,1,1,2,2,1,,,
1,11,1,1,10,18665670,1,,,,2,,1,1,1,1,3,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18666386,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18666440,5,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18666448,4,,,,2,,1,1,1,1,1,3,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18666452,3,,,,2,,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18666457,2,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18666462,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,18666466,6,,,,2,,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18666491,1,,,,2,,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,10,18666553,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18697912,4,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18697956,5,,,,2,,1,1,3,,,,,,,,,,,,,,,
1,11,1,1,10,18697971,3,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18697973,6,,,,2,,1,3,1,1,1,4,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18697975,1,,,,2,,1,2,1,1,1,4,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18697979,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18697981,2,,,,2,,1,3,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18764794,1,,,,2,,1,1,2,,,,,,,,,,,,,,,
1,11,1,1,10,18765429,2,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,18869045,2,,,,2,,1,2,1,1,1,4,1,1,1,1,1,2,,2,1,,,
1,11,1,1,10,18869059,1,,,,2,,1,2,1,1,1,4,1,1,1,1,1,1,2,2,1,,,
1,11,1,1,10,104842180,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,104852358,1,,,,2,,1,1,1,1,6,6,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,104923711,1,,,,2,,1,1,1,1,3,4,2,,2,1,1,1,3,2,1,,,
1,11,1,1,10,104931725,4,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,104931902,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,104932130,5,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,104932161,3,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,104932173,2,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,900123786,1,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,900364372,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,10,900830747,1,,,,2,,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,,,
1,11,1,1,10,901013490,1,,,,1,2022,1,1,1,1,1,4,1,1,1,1,1,1,9,1,1,,,
1,11,1,1,10,901041737,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,901116621,1,,,,1,2022,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,,,
1,11,1,1,10,901353723,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,901433870,1,,,,2,,1,2,1,1,1,2,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,901441417,1,,,,2,,1,1,1,1,2,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,10,901455117,1,,,,2,,1,1,1,1,1,4,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,901464277,1,,,,2,,1,1,1,1,1,2,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,901465971,1,,,,2,,1,1,1,1,1,4,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,901469678,1,,,,2,,1,1,1,1,1,4,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,901470614,1,,,,2,,1,1,1,1,1,4,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,901472683,1,,,,2,,1,1,1,1,1,4,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,901476540,1,,,,2,,1,1,1,1,1,2,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,901477967,1,,,,2,,1,1,1,1,1,4,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,901599867,1,,,,1,2022,1,1,1,1,1,4,1,1,1,2,1,1,1,2,2,,,
1,11,1,1,10,901827648,1,,,,2,,1,1,1,1,1,2,1,1,2,1,2,1,3,2,1,,,
1,11,1,1,10,901832721,1,,,,2,,1,2,1,1,1,2,1,2,1,1,1,1,3,2,1,,,
1,11,1,1,10,902131603,1,,,,2,,1,1,1,1,1,4,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,902139127,1,,,,1,2022,1,1,1,1,1,4,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,902139292,1,,,,1,2022,1,1,1,1,1,2,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,902142271,1,,,,2,,1,1,1,1,1,4,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,902144896,1,,,,2,,1,2,1,1,1,2,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,902145143,1,,,,2,,1,1,1,1,1,2,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,902150324,1,,,,2,,1,1,1,1,1,2,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,902161813,1,,,,2,,1,1,1,1,1,4,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,902170205,1,,,,2,,1,1,1,1,1,2,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,902171865,1,,,,2,,1,1,1,1,1,2,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,902175210,1,,,,2,,1,1,1,1,1,4,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,902178734,1,,,,2,,1,1,1,1,1,4,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,10,902186506,1,,,,2,,1,1,1,1,1,2,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,11,512269,1,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,512276,2,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,512286,4,,,,2,,1,2,1,1,1,5,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,512399,3,,,,2,,1,2,1,1,1,4,1,1,1,1,2,1,3,2,1,,,
1,11,1,1,11,512400,2,,,,2,,1,2,1,1,1,5,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,512404,1,,,,2,,1,2,1,1,1,5,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,512406,6,,,,2,,1,2,1,1,1,5,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,512537,5,,,,2,,1,3,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,589451,3,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,749739,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17363772,1,,,,2,,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,17893261,1,,,,2,,1,1,1,1,1,4,1,1,1,1,9,1,3,9,9,,,
1,11,1,1,11,17894513,1,,,,2,,1,2,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17894529,2,,,,2,,1,2,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17894619,2,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17894662,1,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17894833,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17894838,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17894890,3,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17894923,2,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17894958,1,,,,2,,1,2,1,1,1,4,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17894992,1,,,,2,,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17895117,2,,,,2,,1,3,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17895138,1,,,,2,,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,17895326,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,2,2,1,,,
1,11,1,1,11,17895991,1,,,,1,2022,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17896009,1,,,,2,,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,17896209,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17896416,1,,,,2,,1,1,1,1,1,2,1,2,1,1,1,1,3,1,1,,,
1,11,1,1,11,17896435,1,,,,2,,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,17896559,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17896624,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17897249,1,,,,2,,1,1,1,1,1,6,1,1,2,1,2,1,3,2,1,,,
1,11,1,1,11,17897305,1,,,,2,,1,1,1,1,6,6,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17897444,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17898138,1,,,,1,2022,1,1,1,1,3,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17918024,1,,,,1,2022,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17918034,1,,,,1,2022,1,1,1,1,1,2,1,1,2,2,1,1,3,2,2,,,
1,11,1,1,11,17918100,1,,,,1,2022,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,17918209,3,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17918218,2,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17918225,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17918280,1,,,,1,2022,1,2,1,1,1,2,1,1,2,1,1,1,3,2,1,,,
1,11,1,1,11,17918342,1,,,,1,2022,1,1,1,1,1,2,1,1,2,1,1,1,3,2,5,,,
1,11,1,1,11,17918385,1,,,,1,2022,1,1,1,1,1,4,1,1,2,2,1,1,3,2,2,,,
1,11,1,1,11,17918442,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17918530,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17918631,2,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17918636,1,,,,2,,1,1,1,1,6,6,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17918644,1,,,,2,,1,2,1,2,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17918777,1,,,,1,2022,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,17918852,2,,,,1,2022,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17918972,1,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17919054,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17919294,1,,,,1,2022,1,3,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17919313,1,,,,2,,2,1,1,1,6,4,2,,1,1,2,1,3,2,1,,,
1,11,1,1,11,17919409,2,,,,1,2022,1,1,1,1,1,2,1,1,2,2,2,1,3,2,2,,,
1,11,1,1,11,17919537,1,,,,1,2022,1,2,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17919835,1,,,,1,2022,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,17919841,2,,,,1,2022,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,17919879,3,,,,1,2022,1,1,1,1,1,2,1,1,2,2,1,1,3,2,2,,,
1,11,1,1,11,17919893,1,,,,1,2022,1,1,1,1,1,2,1,1,2,2,1,1,3,2,2,,,
1,11,1,1,11,17919906,2,,,,1,2022,1,1,1,1,1,2,1,1,2,2,1,1,3,2,2,,,
1,11,1,1,11,17920214,1,,,,1,2022,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17920374,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17920395,1,,,,1,2022,1,1,1,1,1,2,1,1,2,1,1,1,3,1,1,,,
1,11,1,1,11,17920712,1,,,,1,2022,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17920780,2,,,,1,2022,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,17920819,1,,,,1,2022,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17921185,1,,,,1,2022,1,1,1,1,1,3,1,1,2,1,1,1,3,2,1,,,
1,11,1,1,11,17921275,1,,,,1,2022,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,,,
1,11,1,1,11,17921652,1,,,,1,2022,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,17981799,2,,,,2,,1,1,1,1,1,4,1,1,2,1,1,1,3,1,1,,,
1,11,1,1,11,17981807,1,,,,1,2022,1,1,1,1,1,4,1,1,2,1,1,1,3,1,1,,,
1,11,1,1,11,17981815,1,,,,2,,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,17981817,2,,,,2,,1,3,1,1,1,2,1,1,2,2,1,1,3,1,2,,,
1,11,1,1,11,17981907,1,,,,1,2022,1,1,2,,,,,,,,,,,,,,,
1,11,1,1,11,17981970,1,,,,2,,1,1,1,1,8,6,1,1,1,1,1,1,2,2,1,,,
1,11,1,1,11,17982047,1,,,,1,2022,1,2,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17982062,3,,,,1,2022,1,3,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17982091,1,,,,1,2022,1,2,1,1,1,4,1,1,1,1,1,1,2,2,1,,,
1,11,1,1,11,17982095,2,,,,1,2022,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17982121,1,,,,1,2022,1,1,1,1,1,6,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17982143,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17982145,1,,,,2,,1,1,2,,,,,,,,,,,,,,,
1,11,1,1,11,17982193,1,,,,1,2022,1,1,2,,,,,,,,,,,,,,,
1,11,1,1,11,17982209,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,17982244,1,,,,2,,1,2,2,,,,,,,,,,,,,,,
1,11,1,1,11,17982267,1,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18087970,1,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18088091,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18088146,2,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18088171,1,,,,2,,1,3,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18088272,2,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,18088276,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18088279,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18088361,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18088379,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18088429,1,,,,2,,1,1,1,1,1,4,1,1,2,1,2,1,3,1,1,,,
1,11,1,1,11,18088430,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18088623,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18088734,2,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18088750,1,,,,2,,1,1,1,1,1,4,1,1,1,1,2,1,1,2,1,,,
1,11,1,1,11,18088755,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18088846,1,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,18088882,1,,,,2,,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,18088975,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18089022,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18089024,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18089101,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18089185,1,,,,2,,1,1,1,1,1,2,2,,1,1,1,1,3,2,1,,,
1,11,1,1,11,18089227,1,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,18089378,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18089431,2,,,,2,,1,2,4,,,,,,,,,,,,,,,
1,11,1,1,11,18089435,1,,,,2,,1,1,1,1,1,6,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18090054,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18171409,1,,,,1,2022,1,1,2,,,,,,,,,,,,,,,
1,11,1,1,11,18171450,1,,,,2,,1,1,1,1,6,5,2,,2,2,1,2,,1,2,,,
1,11,1,1,11,18172128,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18172165,3,,,,2,,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,18173605,2,,,,1,2022,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,18199074,3,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,18199175,1,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18199181,2,,,,2,,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18199304,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,18199351,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18199494,1,,,,2,,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,18202845,1,,,,1,2022,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,18202987,1,,,,1,2022,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,18203456,2,,,,2,,1,2,1,2,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18203540,1,,,,2,,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,18203621,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18203988,1,,,,1,2022,1,1,1,1,3,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18204133,1,,,,1,2022,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18204230,1,,,,2,,1,1,4,,,,,,,,,,,,,,,
1,11,1,1,11,18204965,1,,,,1,2022,1,1,1,1,1,4,1,1,2,2,2,1,2,2,2,,,
1,11,1,1,11,18205124,1,,,,1,2022,1,1,1,1,3,4,2,,1,1,1,1,3,2,1,,,
1,11,1,1,11,18205665,1,,,,1,2022,1,1,1,1,1,4,1,1,2,2,2,1,3,2,2,,,
1,11,1,1,11,18207059,1,,,,1,2022,1,1,1,1,1,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18374505,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18374523,2,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18374545,2,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,,,
1,11,1,1,11,18374559,1,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,,,
1,11,1,1,11,18374610,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18374747,2,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,18374758,1,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,18374909,1,,,,1,2022,1,1,1,1,3,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18374952,1,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,,,
1,11,1,1,11,18375350,1,,,,2,,1,1,2,,,,,,,,,,,,,,,
1,11,1,1,11,18375356,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,18375501,3,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,18375524,2,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,18375560,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,18379209,4,,,,2,,1,2,1,1,1,4,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,18379225,2,,,,2,,1,2,1,1,1,4,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,18379244,1,,,,2,,1,2,1,1,1,4,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,18379262,3,,,,2,,1,2,1,1,3,4,1,1,1,1,1,1,3,2,1,,,
1,11,1,1,11,18379285,4,,,,2,,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,,,
1,11,1,1,11,18379287,1,,,,2,,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,,,
1,11,1,1,11,18379296,2,,,,2,,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,,,
